compound,spacegroup,grueneisen_parameter,bulk_modulus,poisson_ratio,heat_capacity,thermal_conductivity,thermal_expansion,material_type,debye_temperature
Ca7Cl2H12,174,1.79296,40.7536,0.208735,58.1386,2.4712,0.000115495,Non-Metal,520.565
Ge2Ho1Ru2,139,2.13401,144.391,0.314382,14.4561,7.04827,3.23E-05,Metal,326.912
Bi1Er1Pt1,216,2.20061,85.0874,0.312527,9.06122,4.28002,4.19E-05,Metal,197.969
Cu2Ge2Sr1,139,2.25268,60.4349,0.239,14.985,4.04382,7.58E-05,Metal,315.076
Er4Mg8,194,1.69741,40.0538,0.305548,36.2421,1.73968,6.69E-05,Metal,227.978
Al3Sc1,221,2.07549,74.7543,0.197457,10.5023,13.6326,5.39E-05,Metal,561.734
Cl6Cs2Sn1,225,2.40643,20.7849,0.296687,29.2138,0.632969,0.000135354,Non-Metal,195.041
F1K1,221,2.30199,23.9283,0.319028,6.71774,1.74494,0.000218572,Non-Metal,268.939
Ga1P1,216,2.14546,69.3833,0.232472,5.68444,13.3617,5.57E-05,Non-Metal,412.169
Al1Au2Hf1,225,2.33499,127.4,0.419278,12.1756,1.29073,4.17E-05,Metal,165.973
B2Ba1Rh2,139,2.04443,120.516,0.270535,14.0888,9.93763,3.61E-05,Metal,398.029
C2Dy1,139,1.84684,142.7,0.345272,8.55307,10.3954,3.57E-05,Metal,362.929
Dy1Sn3,221,2.12255,52.3028,0.394057,12.3412,0.986287,6.10E-05,Metal,141.981
Br3Cs1Pb1,221,2.18236,15.1539,0.316384,16.2793,0.544202,0.000137013,Non-Metal,122.972
Tb4Tl2,194,1.98371,48.5345,0.313097,18.3765,1.74216,5.79E-05,Metal,160.926
Au1Cs1,221,2.22582,5.80095,0.241751,7.65258,0.500054,0.000376464,Non-Metal,87.9
Al1Y1,221,1.83549,58.9468,0.263396,5.8138,12.0523,5.15E-05,Metal,335.043
Cr1Te1,216,2.1923,33.616,0.480965,6.33486,0.0805987,8.49E-05,Metal,60.0371
Li6P2,194,1.77178,33.9607,0.158897,20.9667,6.095,0.000115978,Non-Metal,612.529
Dy3Pb3Pd3,189,2.3369,74.9742,0.30979,27.4417,1.60263,5.47E-05,Metal,204.012
B8Fe2,58,2.4024,199.139,0.190942,18.7036,13.9531,3.95E-05,Metal,992.506
Na2Se1,225,2.00787,19.6059,0.245237,9.53499,2.48774,0.000151046,Non-Metal,254.191
Dy1Pd2Si2,139,2.18855,124.672,0.319777,14.5488,5.50352,3.99E-05,Metal,326.097
Mn2O3Ta1,191,2.01291,142.959,0.309062,16.8585,7.0869,4.56E-05,Metal,417.962
Br6K2Pt1,225,2.39756,26.533,0.285915,28.7094,0.796806,0.00011278,Non-Metal,196.063
Ga2O12Tb6,36,2.02501,145.942,0.307693,56.2311,3.42866,3.80E-05,Non-Metal,405.045
As2Bi2O8,88,2.21221,148.437,0.358439,34.5238,2.54877,4.33E-05,Non-Metal,362.903
Al2Ba1Si2,139,2.03725,53.8045,0.25228,14.5827,5.29198,6.38E-05,Metal,355.898
Nd1Pt3,221,2.43437,142.134,0.354088,12.0279,3.23184,3.76E-05,Metal,217.063
La4O14Ti4,227,2.0271,163.104,0.280282,57.2375,5.5638,3.19E-05,Non-Metal,552.056
Nb6Si2,223,1.88936,170.37,0.301061,22.1207,10.5796,2.43E-05,Metal,421.053
Al4Y2,227,1.86883,74.378,0.197337,16.446,11.7594,4.51E-05,Metal,466.07
B2Fe1,191,2.10498,204.322,0.253181,6.88148,24.2745,3.66E-05,Metal,747.784
Al1Pt1,221,2.30598,174.18,0.395654,5.95563,4.79104,3.65E-05,Metal,246.946
Cl6Pd1Rb2,225,2.40885,26.1081,0.223878,28.4829,1.35331,0.00012657,Non-Metal,274.278
N2Os1,187,1.79361,267.511,0.334582,8.20301,21.315,2.44E-05,Metal,444.044
Be4Nb6,127,1.67358,158.491,0.287281,27.0555,11.8315,2.66E-05,Metal,466.011
Ba1S1,225,2.10301,37.583,0.252968,6.06312,5.63285,6.63E-05,Non-Metal,243.107
Ca4O14Ta4,227,2.01917,176.735,0.229612,55.4063,8.30922,2.89E-05,Non-Metal,603.043
C1Pt1,216,2.23804,204.243,0.443281,6.01095,2.40203,3.42E-05,Metal,199.011
Mn1Ni3,221,2.2434,119.219,0.343145,11.7485,4.091,6.00E-05,Metal,339.963
Al6C8Hf4,194,1.8741,192.325,0.186044,43.9123,14.3452,2.70E-05,Metal,648.856
Ag8Pd24Se8,205,2.64504,99.0591,0.401786,123.705,0.24224,6.42E-05,Metal,199.103
Ru4S8,205,2.35662,145.414,0.202791,31.1555,8.45479,3.67E-05,Non-Metal,566.901
Al3Zr1,221,1.95105,95.2033,0.275323,11.0289,11.1041,4.36E-05,Metal,453.966
Dy2Pt4,227,2.32431,152.068,0.317192,17.7989,4.28532,3.26E-05,Metal,250.978
Rh4Te8,205,2.34399,87.3202,0.284086,35.762,2.32316,4.61E-05,Metal,271.022
Cr4O12W2,136,2.08488,223.389,0.278465,44.4131,8.187,2.83E-05,Non-Metal,635.061
C1La3Tl1,221,1.86394,52.446,0.249799,14.9815,4.82183,4.82E-05,Metal,229.987
Li2,194,1.5621,10.5495,0.290983,6.29656,3.15764,0.000268705,Metal,390.198
F4K2Zn1,139,2.14165,45.369,0.280685,21.0938,2.27257,0.000114551,Non-Metal,364.247
Al16Pd7Sc6,225,2.09886,99.4192,0.294408,81.9027,2.14066,4.66E-05,Metal,410.063
Dy2Ga8Ni2,63,2.26286,79.2341,0.275651,35.868,2.21704,6.54E-05,Metal,302.873
Ag2P2Sr2,194,2.18881,48.6591,0.237727,18.0903,3.28879,7.40E-05,Non-Metal,287.909
As4Er4Pt4,194,2.22554,115.445,0.316968,35.7314,2.33779,3.87E-05,Metal,249.043
Ag4Er4Se8,19,2.05341,56.0467,0.311198,48.5525,1.18948,5.85E-05,Non-Metal,214.966
S8Zr6,227,1.99813,90.8453,0.42229,41.8173,0.849899,3.95E-05,Metal,228.973
Br8Cu8,205,2.42362,35.7407,0.333736,51.5907,0.427473,0.000127931,Non-Metal,201.077
Dy4O14Ti4,227,1.98306,181.842,0.267179,56.7848,6.58296,3.11E-05,Non-Metal,563.873
Ni2Zr4,140,1.77842,114.36,0.433301,17.9642,1.51424,3.41E-05,Metal,192.983
Ho4Mg8,194,1.69106,39.727,0.330835,36.3687,1.37806,6.67E-05,Metal,210.967
Ga3Pt3Zr3,189,2.15878,146.492,0.309968,26.1789,4.62898,3.24E-05,Metal,311.074
Ge6Ir7Tb4,229,2.22695,159.53,0.248343,48.8402,4.59209,3.11E-05,Metal,344.99
F4Nb1,139,2.13153,106.868,0.189317,12.4346,16.5854,4.25E-05,Non-Metal,638.14
Ge26Ho6Os8,223,2.17306,118.428,0.278862,116.531,1.71215,3.86E-05,Metal,318.908
Co2Nb8Si2,124,1.87974,186.589,0.270042,32.3235,11.4202,2.27E-05,Metal,473.949
Dy1H2,225,1.82865,76.0989,0.229394,8.70935,9.95648,7.74E-05,Metal,376.851
Fe1Ru2Si1,225,2.21487,223.504,0.279984,10.6648,17.4881,2.74E-05,Metal,504.995
Dy2O8P2,141,2.02239,177.489,0.306941,31.5317,7.16596,3.28E-05,Non-Metal,535.097
Al2Y2,63,1.75506,61.4398,0.250689,11.4832,10.1234,4.46E-05,Metal,355.105
Hf1Pd3,221,2.33258,162.686,0.325727,11.7178,6.10995,3.51E-05,Metal,300.054
B4C4Y2,131,1.71363,187.099,0.238668,21.9323,22.6142,2.58E-05,Metal,793.844
Al8Er12,136,1.72833,58.9605,0.253923,59.4392,2.40611,4.66E-05,Metal,249.993
Ge4Nb4Rh4,62,2.19282,194.475,0.303947,33.5001,6.07234,2.71E-05,Metal,409.057
Al2Hf6Pt1,189,1.7485,123.509,0.282299,26.242,7.04851,2.76E-05,Metal,281.989
Er1Mg1,221,1.35962,40.4451,0.257734,5.96355,11.4835,5.00E-05,Metal,220.967
Cs2I6Sn2,127,2.17554,12.8192,0.292886,32.6099,0.348189,0.000139549,Non-Metal,117.976
As4Pd20Sb4,227,2.56641,122.432,0.439718,86.0619,0.202881,5.07E-05,Metal,168.047
Pb3U1,221,2.31707,44.1068,0.307929,12.4872,1.42126,7.27E-05,Metal,142.989
Dy4Tl2,194,1.99849,49.3622,0.311796,18.3851,1.76227,5.82E-05,Metal,162.024
Nb3O3,221,2.02955,229.397,0.24206,14.7294,24.5568,2.28E-05,Metal,637.128
B2N2,186,1.75436,351.5,0.116685,3.12454,178.38,8.69E-06,Non-Metal,1800.87
Au7I1P10,189,2.41506,69.0677,0.299303,54.7375,1.09036,6.46E-05,Non-Metal,251.085
In2Pt1,225,2.61698,79.0031,0.387738,9.31505,1.35613,6.21E-05,Metal,170.987
Bi2Rh2,194,2.43213,104.413,0.37357,12.1523,2.01868,4.41E-05,Metal,192.009
Nb4O14Sn4,227,2.08069,163.218,0.22237,55.453,7.65654,3.04E-05,Non-Metal,603.108
F8Pd2Sr2,140,2.30834,67.7423,0.329268,36.098,1.37904,8.36E-05,Non-Metal,325.077
Au1Rb1,221,2.15882,6.97012,0.247151,7.47847,0.662629,0.000348903,Non-Metal,100.967
Re8Zr4,194,1.99869,242.125,0.402051,35.2364,2.83604,1.86E-05,Metal,244.009
Fe1Te2Zr6,189,1.93122,110.174,0.270837,25.817,6.75765,3.18E-05,Metal,342.931
Co2Rh4S8,227,2.18601,104.678,0.322056,40.1935,2.68662,4.43E-05,Non-Metal,370.01
La4Rh4Si4,198,1.98534,98.9217,0.400595,35.8897,1.24861,3.68E-05,Metal,216.015
Ba4Si8,212,2.08209,47.4739,0.238374,35.6681,2.49865,6.63E-05,Metal,308.962
Cd2Se2,186,2.18231,39.4026,0.357464,12.413,1.25962,7.54E-05,Non-Metal,172.046
Pb4Pt2,140,2.4278,67.6493,0.39473,18.6483,0.60839,6.04E-05,Metal,126.973
P1,221,3.2002,103.008,0.288442,2.81519,9.3518,7.58E-05,Metal,510.462
Al8Zr4,194,1.92133,107.021,0.194999,31.4447,10.5841,3.54E-05,Metal,540.951
Ni1P4Si3,121,2.31505,93.4306,0.249323,21.2076,6.57731,4.93E-05,Non-Metal,547.225
B8Mo8Os4,58,2.03785,310.19,0.285969,52.0736,9.28589,2.04E-05,Metal,536.993
O14Y4Zr4,227,2.00198,170.565,0.271695,56.0792,6.58133,2.96E-05,Non-Metal,583.924
Cu2O4Sc2,194,2.02606,125.446,0.344831,22.1171,4.74294,4.40E-05,Non-Metal,451.148
Se8Th4,62,2.00742,79.872,0.360882,36.033,1.50382,3.72E-05,Non-Metal,199.974
Ba1P2Ru2,139,2.17637,119.561,0.26409,14.1278,9.50025,3.44E-05,Metal,391.935
Al2C6Ta8,194,1.91817,248.009,0.263072,43.1075,10.7359,2.16E-05,Metal,473.02
P4W12,82,2.04934,277.213,0.340754,45.6417,5.30171,1.91E-05,Metal,338.992
Be6F12,217,1.84045,54.5829,-0.146672,30.6434,23.1522,4.38E-05,Non-Metal,1086.63
Se1Sn1,225,2.03115,43.9261,0.251551,6.0584,6.21949,6.49E-05,Non-Metal,236.914
Ge6Ta10,140,1.99733,183.94,0.29055,45.8576,5.44553,2.47E-05,Metal,335.016
Al4Au4Th2,129,2.26786,103.156,0.301049,29.7938,2.70137,4.23E-05,Metal,258.986
Ni2O12Ta4,136,2.03831,224.675,0.290689,47.0091,7.28957,2.71E-05,Non-Metal,540.12
Mg2O6V2,36,1.94527,123.42,0.361529,26.7636,4.55773,3.89E-05,Non-Metal,506.908
Al2C2V4,194,1.91905,190.007,0.225618,18.3122,22.774,2.54E-05,Metal,739.114
Rh9S12,12,2.36336,132.666,0.280382,58.6005,3.02884,4.04E-05,Metal,435.093
P4Ru4Zr4,62,2.12235,201.396,0.277209,32.2158,9.10236,2.48E-05,Metal,487.078
B6Gd1,221,1.63419,168.233,0.307524,17.8397,14.4375,3.35E-05,Metal,580.935
Cl6K2Pt1,225,2.34279,32.5375,0.268419,27.9353,1.35828,0.000102614,Non-Metal,271.068
S12Sc4Y4,33,1.89414,78.912,0.302994,56.7187,2.87168,4.16E-05,Non-Metal,386.095
O4Ti2,136,2.00128,210.133,0.269609,13.1839,22.7614,2.54E-05,Non-Metal,792.995
Mg1Y1,221,1.43089,39.2881,0.265309,5.88137,12.4829,5.18E-05,Metal,280.053
Nb1Ru1,221,2.14771,201.77,0.445535,5.96472,2.93998,2.64E-05,Metal,205.979
H2Nb1,225,1.87083,163.7,0.301891,7.80967,16.2956,4.91E-05,Metal,565.898
B4Li8Pd12,212,2.25237,102.971,0.379649,72.1235,0.731396,6.54E-05,Metal,283.998
N3V2,164,2.23966,262.256,0.231518,10.0655,29.8454,2.57E-05,Metal,901.83
Bi4O14Ru4,227,2.17007,173.792,0.263872,59.7278,4.65744,3.55E-05,Metal,479.911
Ba2Te4,140,2.11884,29.0157,0.277322,18.596,1.46276,7.46E-05,Non-Metal,169.035
Hg1Se1,216,2.38609,36.5657,0.358042,6.32286,1.31205,8.71E-05,Metal,140.015
Ca4Mn4O12,62,2.62572,126.6,0.237632,50.5426,3.30019,6.17E-05,Non-Metal,647.179
Al2Li1Rh1,225,2.0394,109.141,0.289279,11.0434,9.40332,5.02E-05,Metal,463.062
Co4Ge4V4,62,2.14661,179.729,0.292902,32.6167,6.33757,3.39E-05,Metal,475.085
Au1Li3,225,1.90196,24.9336,0.376757,13.2591,0.632118,0.00019662,Metal,159.934
Ir2Ti6,223,2.15443,138.996,0.401302,23.7584,1.85335,3.70E-05,Metal,251.983
P6Sr6,189,1.94309,43.6247,0.250454,35.5031,2.65588,6.09E-05,Non-Metal,304.983
K5Pb24,217,2.15955,27.122,0.375317,92.0404,0.135596,9.54E-05,Metal,100.92
Ca2Rh4,227,2.28598,98.4557,0.315753,17.726,3.58797,5.02E-05,Metal,307.068
B2Tc6,63,2.08882,301.185,0.300528,20.922,15.1718,1.99E-05,Metal,528.975
C2K8O8,86,2.07922,61.8745,0.320248,51.7553,1.59611,7.81E-05,Non-Metal,415.74
Al3Dy1,221,2.08581,70.3393,0.187791,11.3894,10.2867,5.81E-05,Metal,408.941
C2Mg2N4,122,1.97862,234.787,0.25222,14.0006,24.3982,2.51E-05,Non-Metal,1054.03
Ce1Co1Si3,107,2.03686,129.394,0.245966,13.5436,13.2962,3.61E-05,Metal,481.937
O12Pb4Tc4,227,2.23683,142.037,0.2942,56.6192,2.98668,4.10E-05,Metal,400.134
Co4Sb12,204,2.32502,72.8787,0.211683,47.3322,2.60832,5.31E-05,Non-Metal,310
Er2Sn4,63,2.08192,56.1743,0.256684,18.146,3.19196,5.57E-05,Metal,224.08
Hg1Ni1,123,2.61264,103.431,0.415562,6.23224,1.28034,6.63E-05,Metal,163.948
Ag1In5Se8,111,2.23303,40.7378,0.274498,42.9571,1.17226,7.37E-05,Non-Metal,227.01
Al1C1La3,221,1.71419,53.9605,0.255062,14.7533,6.61794,4.36E-05,Metal,269.069
In2Sc4,194,1.90456,59.5886,0.256448,17.5649,5.44216,5.13E-05,Metal,318.058
Nb6Rh2,223,1.97574,191.403,0.308124,22.3613,9.9392,2.24E-05,Metal,394.986
Ag1Cl1,225,2.48733,30.1694,0.400346,6.6447,0.615131,0.000151685,Non-Metal,144.9
N4Re8Zr16,227,1.93536,178.751,0.322797,79.8989,3.34655,2.40E-05,Metal,343.957
Mn1Pd2Sn1,225,2.5653,99.1854,0.36537,12.1982,2.05658,6.03E-05,Metal,240.908
Ag2,194,2.78791,54.4802,0.361061,6.49135,1.31896,0.00011404,Metal,180.95
Mg4O8Si2,227,1.98158,176.076,0.225787,28.2859,13.9388,3.11E-05,Non-Metal,898.982
B1P1,216,1.78836,152.873,0.125118,3.59345,105.321,2.39E-05,Non-Metal,1024.95
N1Pu1,225,1.52205,145.047,0.24043,5.70286,36.6746,2.70E-05,Metal,341.017
Er2O8P2,141,2.01658,181.409,0.298472,31.3241,7.75023,3.25E-05,Non-Metal,545.91
Ni2S4,58,2.00558,76.1688,0.235462,16.6323,8.07029,5.82E-05,Non-Metal,464.987
Bi1Li1Mg1,216,1.92138,27.448,0.213298,9.30933,3.78424,0.000105375,Non-Metal,228
Mg2O2,194,1.90799,115.769,0.285829,9.83001,14.3849,4.68E-05,Non-Metal,655.844
Al4Hg2S8,227,2.07554,73.871,0.316352,41.0287,2.11564,5.44E-05,Non-Metal,328.055
Cs1,229,1.48274,1.00797,0.370765,3.91138,0.148068,0.000566601,Metal,36.0384
F2Kr1,139,2.31928,25.1407,0.255393,9.71621,2.37624,0.000167598,Non-Metal,286.224
K2Te1,225,2.06619,10.431,0.28614,9.90235,0.893514,0.000173005,Non-Metal,147.154
C2Tl2Zr4,194,2.01013,128.779,0.224296,22.5028,10.1859,3.14E-05,Metal,393.974
Ba4Cu8S8,62,2.22128,57.5856,0.283409,60.3394,1.23115,7.59E-05,Non-Metal,292.984
Y2,194,1.2669,38.7331,0.217191,5.8804,20.2194,3.94E-05,Metal,254.041
In1La3N1,221,1.91413,61.7407,0.233635,14.7704,6.58575,4.38E-05,Metal,275.074
Bi2Er10Pt4,140,1.99035,75.3435,0.359715,48.5165,0.939181,4.22E-05,Metal,163.953
B6Ni20Ta3,225,2.12764,221.589,0.332698,79.8902,2.8229,3.52E-05,Metal,449.057
Li4Sb4Sr4,62,1.9117,30.6811,0.198079,36.5527,2.07708,8.89E-05,Non-Metal,261.076
Br2La10Sb6,193,2.04731,54.1129,0.254233,54.0407,1.76906,4.86E-05,Metal,232.928
Cd4O12Ti4,62,2.08799,176.345,0.295943,52.1785,4.97296,3.57E-05,Non-Metal,551.972
Er2Si4,141,2.09893,83.0845,0.345317,17.9066,2.67336,5.30E-05,Metal,268.93
Fe1Ti1,221,1.96487,163.744,0.205832,5.03878,45.0433,2.98E-05,Metal,602.053
C1In1Y3,221,1.7996,73.4612,0.186587,14.1862,13.5189,3.91E-05,Metal,378.944
Gd1Rh1,221,2.31817,86.2299,0.327194,6.04965,4.44138,5.00E-05,Metal,220.102
Co2Si4Y2,63,2.03827,122.183,0.277525,21.9157,7.72964,3.81E-05,Metal,461.908
Ti4Zn8,194,2.52984,74.4874,0.219413,35.3986,2.64586,8.40E-05,Metal,393.895
Al2Sc4Si4,127,2.02647,90.5143,0.220654,26.0439,8.58911,4.29E-05,Metal,562.116
Er4Ni4P4,194,2.07087,122.464,0.275571,34.3958,4.63644,3.95E-05,Metal,361.894
K10Te6,87,2.0985,13.2839,0.245508,52.3632,0.450145,0.000163194,Non-Metal,172.132
Hg2Pt1,123,2.90672,71.9954,0.382196,9.49152,0.900617,7.24E-05,Metal,143.033
Cr2F8Sr2,140,2.18451,65.8057,0.305074,35.2017,1.96611,8.17E-05,Non-Metal,379.949
Al1Y3,221,1.64756,47.0305,0.24637,11.7873,7.63659,5.02E-05,Metal,281.955
Co2Si1V1,225,2.30143,168.497,0.301016,11.0014,8.30361,4.13E-05,Metal,464.018
Er6F20K2,225,2.10271,94.3906,0.276895,80.3108,1.92218,6.08E-05,Non-Metal,396.047
Dy3In3Ni3,189,2.03233,78.9015,0.342657,27.1612,1.81335,5.15E-05,Metal,219.028
Mg2Si1,225,1.91505,48.8087,0.171864,7.98049,15.5421,6.36E-05,Non-Metal,545.134
Nb6Sb4Te10,217,2.14115,87.2622,0.216361,58.2071,3.30975,3.90E-05,Non-Metal,320.972
Cr4Mg2O8,227,2.04676,166.169,0.305025,34.7063,6.52937,3.72E-05,Non-Metal,636.132
Te1Y1,225,2.02993,57.4935,0.336167,6.04034,4.52453,4.84E-05,Metal,206.013
Er2Hg6,194,2.67289,51.573,0.358004,25.5901,0.491895,9.10E-05,Metal,138.055
Ga1Rh1,221,2.43964,167.227,0.365482,5.87162,6.54377,4.14E-05,Metal,311.974
Cs2N6,140,2.02584,56.5512,0.292578,23.3148,3.32689,5.97E-05,Non-Metal,350.871
Cd2Mg2,51,2.34725,33.8209,0.295306,12.7952,1.51293,0.000127619,Metal,223.034
Pt4Tb8,62,1.89497,75.8695,0.364004,36.2956,1.2487,4.03E-05,Metal,166.015
Be26Th2,226,1.63506,111.497,0.122689,62.2632,11.1723,4.29E-05,Metal,784.957
Ba1Mg4Si3,123,1.96543,46.2237,0.179742,22.6863,5.87975,6.87E-05,Metal,428.136
Ga4Ho4O12,62,2.06875,176.568,0.296736,54.5211,4.28497,3.81E-05,Non-Metal,472.899
O2Zr6,182,1.82978,133.029,0.313311,22.6077,7.73648,2.89E-05,Metal,375.026
Ca1O2,139,2.0111,91.0208,0.225225,7.57765,16.6962,5.75E-05,Non-Metal,625.799
C2Nb2,194,1.89272,227.271,0.333598,10.5648,18.8957,2.22E-05,Metal,510.92
Si6Zr10,193,1.90079,126.819,0.239674,43.5365,7.94199,2.84E-05,Metal,460.945
Sb6Sr10,193,1.98535,29.3167,0.229275,48.9606,1.29694,7.32E-05,Metal,212.057
Ge1Li2Zn1,216,2.12165,38.1064,0.178106,12.1994,4.63055,0.000143998,Non-Metal,382.412
In12Ru4,136,2.3718,78.5138,0.259636,47.7637,1.97655,5.25E-05,Non-Metal,282.941
O28P8Zr4,205,2.01705,155.55,0.314294,97.7726,3.84663,2.72E-05,Non-Metal,647.984
Mg4O12Se4,62,2.03,129.079,0.231982,49.4655,6.21231,4.35E-05,Non-Metal,646.13
Ag2Cl2,11,2.48295,30.0733,0.379946,13.2643,0.522228,0.000151951,Non-Metal,160.092
Cr4Hg2O8,227,2.14452,147.143,0.355552,40.0156,2.5102,4.48E-05,Non-Metal,380.012
Ni12P7Sc2,174,2.22218,165.639,0.327715,57.8782,2.82127,4.13E-05,Metal,459.176
B6Ca1,221,1.58483,147.343,0.251498,13.9743,28.2052,2.81E-05,Metal,907.764
Cr4Hf2,227,1.79816,178.633,0.385552,17.4728,5.21894,2.64E-05,Metal,284.967
C1Ru3Zr1,221,2.11339,248.69,0.24735,12.9945,23.9718,2.18E-05,Metal,543.087
Al4Ba2,227,2.00481,37.4393,0.202788,18.0281,3.9454,8.13E-05,Metal,300.852
Mo1N1,221,2.01575,297.936,0.376573,5.42112,18.8996,2.46E-05,Metal,466.021
Ga1S8Ti4,216,1.9431,82.8699,0.234835,35.0268,6.51282,4.19E-05,Metal,497.03
Si46,223,2.04467,72.1958,0.248648,120.893,2.46106,4.26E-05,Non-Metal,546.129
Mn4Pd8,62,2.45048,110.039,0.349494,36.0648,1.42065,5.59E-05,Metal,273.018
As6Yb8,220,1.97241,43.4683,0.28783,43.0411,1.09881,7.20E-05,Metal,184.971
Co2In4S8,227,2.14715,66.1617,0.322288,41.5956,1.65282,5.81E-05,Non-Metal,297.96
Al4S8Zn2,227,1.98513,82.649,0.268497,38.2798,4.51413,4.81E-05,Non-Metal,477.991
B4Si2V10,140,1.91537,214.172,0.197861,35.1937,18.6293,2.30E-05,Metal,789.972
Pb2S12Ta6,193,2.00282,103.798,0.234923,56.9483,4.46353,3.32E-05,Metal,366.042
Al1Er3N1,221,1.91239,89.0774,0.19928,14.4346,11.0693,3.97E-05,Metal,337.971
O8Pr2V2,141,1.97185,139.712,0.336063,32.9257,4.8759,3.41E-05,Non-Metal,451.98
S12Th8,62,2.04781,95.0259,0.301385,58.733,2.35705,3.39E-05,Metal,279.984
Nb2Te8,124,2.11264,60.1239,0.245669,29.8276,3.10442,4.62E-05,Metal,257.005
As1Pt5Zn1,123,2.54558,179.609,0.34629,20.8133,2.91769,3.60E-05,Metal,261.082
Ba2Hg1,139,2.02351,14.4658,0.240385,9.61917,1.2922,0.000123147,Metal,124.05
Os2Si2Th1,139,2.10842,193.011,0.250446,14.0243,16.0881,2.30E-05,Metal,389.958
Cd2Mn4O8,141,2.29446,126.821,0.338539,39.5302,2.43845,5.37E-05,Non-Metal,428.959
Bi4F16Rb4,227,2.2165,57.4646,0.355617,73.8353,0.5507,8.33E-05,Non-Metal,239.858
Al3Ni2Th1,191,1.99801,113.372,0.266208,16.9826,8.48401,3.95E-05,Metal,390.888
Ru1Ta1,221,2.07807,217.338,0.396556,5.89045,7.8323,2.33E-05,Metal,246.036
Ca1Mn1O3,221,2.73997,119.33,0.227724,12.7562,7.54051,6.76E-05,Metal,644.521
Ca4Sn4Sr4,62,1.90382,27.6413,0.230625,36.6367,1.68181,7.77E-05,Non-Metal,225.991
Pt1Zn1,123,2.42519,159.693,0.321244,5.91871,7.97467,4.28E-05,Metal,288.889
Ga3Mg3Sm3,189,1.86535,52.5562,0.205729,26.5562,4.54186,5.86E-05,Metal,304.906
B2N2,194,1.66959,186.942,0.21042,5.80579,79.0912,1.57E-05,Non-Metal,1238.99
O28P8Ti4,205,2.02954,164.468,0.27987,88.6696,5.41219,2.60E-05,Non-Metal,783.095
Ag6As2O8,218,2.28457,86.3325,0.385651,48.5721,0.747144,6.87E-05,Non-Metal,259.075
In1La3,221,1.90763,35.752,0.35331,12.3155,1.37201,6.43E-05,Metal,141.946
K1Na2Sb1,225,2.01047,14.8583,0.224587,13.0844,1.6165,0.000182758,Non-Metal,216.018
Sn6Ti10,63,2.02537,98.901,0.314986,46.4485,2.73628,3.93E-05,Metal,326.07
F4Pb1,139,2.4503,72.5027,0.19615,14.541,5.64531,7.91E-05,Non-Metal,413.271
Ga2Y1,191,2.0824,69.1096,0.204817,8.7082,10.5611,5.47E-05,Metal,354.923
Ge1Li1Ni2,225,2.20721,95.849,0.260603,11.5309,6.22501,7.36E-05,Metal,408.859
Rh4Sn8,64,2.4536,89.6833,0.31441,36.0761,1.66802,5.03E-05,Metal,257.044
Cu2Ho1In1,225,2.17951,74.4018,0.304278,12.1142,3.45826,6.42E-05,Metal,249.021
Bi1Pt1Yb1,216,2.18434,59.7615,0.330003,9.21669,2.31339,5.68E-05,Metal,159.018
Ag2S6Ta2,63,2.04269,99.9837,0.310297,29.0895,3.63333,4.13E-05,Non-Metal,322.943
Ir4Sb12,204,2.34417,91.7664,0.244391,47.2306,2.72038,3.93E-05,Metal,285.967
Al4Pb2S8,66,1.96182,59.6729,0.2682,40.728,2.89392,5.33E-05,Non-Metal,340.97
Au2Ge2Sc2,186,2.30418,88.5732,0.304846,17.9703,3.07262,5.29E-05,Metal,267.918
Ir1Si3Tb1,107,2.03934,134.666,0.301258,14.3197,8.28409,3.41E-05,Metal,354.02
B4Pd10,15,2.42005,179.725,0.37136,40.9185,1.80894,4.16E-05,Metal,324.126
Er2Te4,129,1.92243,56.4464,0.354818,18.2305,1.68387,4.80E-05,Metal,167.055
Ca4Cl8,60,2.08821,29.7128,0.321536,36.8426,0.960523,9.72E-05,Non-Metal,268.137
Ca1Ge2Rh2,139,2.25808,111.927,0.27282,14.3385,7.01438,4.23E-05,Metal,371.107
Se1Tl1,221,2.67262,28.8679,0.44571,6.73238,0.164419,0.000147314,Metal,77.0145
H6Y2,63,1.70918,75.227,0.227395,21.2722,7.50123,8.05E-05,Metal,553.683
N3Ta3,189,1.98921,293.242,0.249347,15.743,24.6641,2.05E-05,Metal,523.052
Ag2In2S4,122,2.232,46.7894,0.351146,24.6353,1.06485,7.53E-05,Non-Metal,216.031
F6K3W1,225,2.19493,44.7661,0.310425,30.5165,1.39127,9.86E-05,Non-Metal,302.774
Dy2Mg2Sn2,139,1.94517,53.5409,0.235777,17.927,4.43066,5.56E-05,Metal,262.063
Ho1Ir1Si3,107,2.03708,135.676,0.310241,14.3762,7.70025,3.43E-05,Metal,344.063
Ge4Ir4Tb2,129,2.20481,155.136,0.366992,29.66,2.36883,3.18E-05,Metal,246.011
Ir4V4,65,2.14539,257.333,0.293214,22.2751,10.7419,2.26E-05,Metal,407.07
Cd2Se8Y4,227,1.9645,51.4178,0.343744,42.2825,1.17313,5.23E-05,Non-Metal,213.047
La2Ni2,63,1.76865,57.1498,0.367818,12.1215,2.36088,5.33E-05,Metal,185.035
Dy4Ir4Si4,62,2.04411,147.845,0.288986,34.7245,4.99576,3.03E-05,Metal,319.004
